year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2016,Nevada,Washoe County,32031,453605,365295,99525,311237,125649,102281,37095,34763,447751,1953,3901,453605,227863,225742,287778,8941,109546,26907,5657,14467,36587,97930,142189,219352,57565,34499,229975,14867,359576,39706,154358,259541,30000,44054.87075035604,31000,47310.88488467383
2008,New Jersey,Bergen County,34003,894840,722902,194172,625885,240862,186621,118831,105789,881392,9388,4060,894840,435364,459476,568114,47603,137633,126870,600,12209,20235,195108,255813,339458,196962,102607,476690,21852,709454,99042,172606,623192,48889.560000000005,68677.83454633119,50452.240000000005,73264.17415628633
2008,New Jersey,Burlington County,34005,445444,355766,101823,302398,125580,81480,17398,15075,432143,13273,28,445444,220633,224811,322851,69947,24388,18327,628,8558,7117,97182,137325,201512,68613,37994,231193,15699,342577,42078,99298,304068,44648,56175.297367151295,46210.68,59768.82321580609
2008,New Jersey,Camden County,34007,517835,407703,128327,341922,155398,88504,25063,22469,508475,6850,2510,517835,251050,266785,326909,97725,62448,20450,834,7626,34429,120627,185794,232546,65844,33651,259236,20656,398420,65935,143408,308492,39067,50006.03559841971,40183.200000000004,53578.81400585655
2008,New Jersey,Essex County,34013,770863,600058,192622,505481,233237,128757,95131,87147,748783,15764,6316,770863,370849,400014,275547,305656,145071,33001,1224,6710,57592,186838,295593,309009,102169,64092,365907,30377,577978,124612,236044,410207,37950.8,57135.38974896453,39067,60737.40045241841
2008,New Jersey,Hudson County,34017,595214,478054,131782,407644,161024,90631,127383,115454,585261,4717,5236,595214,295715,299499,202373,73185,242210,65736,778,5937,68019,124849,217675,228734,96918,51887,314542,22765,468155,112377,168204,314633,39067,53774.182822242634,39067,55925.082343494054
2008,New Jersey,Hunterdon County,34019,129096,104109,28105,90706,34208,22853,3783,3443,125064,2373,1659,129096,63463,65633,113209,4219,5453,4466,134,821,1795,29244,33688,47129,28153,20126,69197,5188,100077,8338,23201,97557,56926.200000000004,79585.54467103533,61391.00000000001,85312.80481716502
2008,New Jersey,Mercer County,34021,364939,288960,84054,241252,112374,63565,40665,37560,349549,6002,9388,364939,180562,184377,208488,71003,50628,28798,404,4456,8990,95371,122009,146182,51256,45492,178684,13227,273570,40361,87684,236894,40741.3,59197.73554802291,44648,63479.1152800941
2008,New Jersey,Middlesex County,34023,789666,628553,181289,528779,231469,131783,114221,102690,759464,10194,20008,789666,390449,399217,420170,72269,136621,149388,706,8270,38702,187571,250398,321474,137649,80145,406759,21489,599567,92998,165450,531218,46880.4,58490.7013497652,50229.00000000001,61335.27527708312
2008,New Jersey,Monmouth County,34025,642514,509833,152980,433044,186946,120121,43196,39037,633646,4414,4454,642514,314821,327693,498852,44650,55276,34189,752,6237,7389,157636,194629,275598,110057,62230,333340,17394,501033,58383,127232,456899,43978.280000000006,65564.33508134473,45317.72,69463.96092617385
2008,New Jersey,Morris County,34027,487302,385010,115447,331525,138975,89808,42841,37571,479618,3797,3887,487302,240481,246821,369329,14268,57997,39020,324,4775,15313,119043,147968,176883,101720,60731,265735,12077,377326,33727,84325,369250,50229.00000000001,73842.54538538848,53912.46000000001,79032.39462549286
2008,New Jersey,Ocean County,34029,569126,450395,132909,393352,150433,148600,22132,19497,562908,5350,868,569126,273053,296073,490983,20091,42819,8146,638,4555,13650,120128,180703,287633,70360,30430,253988,18279,444177,56179,187948,324999,37169.46,48951.491390596246,41299.4,53199.23338855087
2008,New Jersey,Passaic County,34031,491011,375316,127526,312940,156869,79827,59368,50829,481650,4697,4664,491011,239530,251481,232238,60492,171397,21126,939,3343,106206,123191,197222,209645,63279,20865,227335,14327,365955,95314,144203,251494,33486,48064.14639485761,36834.600000000006,50976.09727853232
2008,New Jersey,Somerset County,34035,324521,253272,80260,220790,90833,55355,34311,31458,321332,2820,369,324521,159824,164697,211153,27255,43714,38665,0,3165,10982,80082,98668,113037,64749,48067,173891,10590,250146,21105,52398,251018,50229.00000000001,76420.00890954553,52461.4,82057.72110844163
2008,New Jersey,Sussex County,34037,150894,120793,34436,102967,43549,24034,2263,2194,149821,746,327,150894,75638,75256,134491,2390,9195,2966,0,1074,2340,35603,41245,78017,20836,10796,82181,5234,119720,14959,24335,111600,43308.560000000005,55597.05839425075,45764.200000000004,58887.529346902644
2008,New Jersey,Union County,34039,523172,405417,132260,345204,156295,89430,83094,74383,516767,3177,3228,523172,254696,268476,248157,109820,136584,21904,230,3489,58660,128590,189846,218136,70757,44433,264296,18447,399012,91647,123880,307645,36834.600000000006,55856.457701533094,39067,59732.74199617506
2008,New Jersey,Warren County,34041,109980,86634,26403,74836,30786,19893,4577,4237,108285,919,776,109980,53713,56267,95934,2628,7621,3085,0,712,936,25026,35565,54294,13517,6604,58029,3667,84939,9893,22237,77850,42415.600000000006,55316.90670622569,44648,58919.105988116855
2012,New Jersey,Bergen County,34003,918581,741209,201754,646526,244264,197358,116732,105797,907272,5558,5751,918581,443132,475449,555053,45824,158883,139077,904,16438,45677,205004,261300,339195,203531,114555,449560,35748,729900,108618,211267,598696,47025,68735.89042964471,50160,73200.14499809976
2012,New Jersey,Burlington County,34005,450694,363347,100803,310831,126816,91666,14066,12312,440091,9341,1262,450694,220891,229803,314253,68719,31886,21299,535,13282,10923,98070,132144,205478,75817,37255,219390,22697,352744,40578,111483,298633,41800,57265.50127358743,47025,61546.22841107553
2012,New Jersey,Camden County,34007,513426,406421,121535,345168,149120,98845,23102,20941,506413,5385,1628,513426,248561,264865,303767,92740,77079,28364,547,10323,35386,117073,170373,238630,71908,32515,234207,32689,399737,64513,166870,282043,35530,47876.56982800529,36595.899999999994,51087.31072932371
2012,New Jersey,Essex County,34013,788174,616280,192959,519593,239429,133783,94657,87987,766423,11247,10504,788174,378060,410114,254259,306815,168099,37727,964,12208,83277,192853,289866,321327,106626,70355,345352,64736,594529,135838,250706,401630,35530,55009.41490992404,36575,58146.983410166504
2012,New Jersey,Hudson County,34017,652707,533360,133647,458082,167506,102329,151227,138743,644993,3518,4196,652707,322722,329985,194211,74614,278194,92464,942,8241,85385,131002,222418,249845,119203,61241,327577,37262,525686,140481,183781,328445,36888.5,53960.78862042953,38874,55866.96654789197
2012,New Jersey,Hunterdon County,34019,127447,103093,28135,89230,35540,26578,5601,4922,123543,3674,230,127447,63215,64232,110724,2633,7450,4883,88,1493,492,29313,34410,49309,26115,17613,68578,6532,99206,8032,24728,94687,48070,72853.9445525204,52250,78078.51796260741
2012,New Jersey,Mercer County,34021,369333,297303,81349,244819,110388,71219,39336,35422,348833,7541,12959,369333,181272,188061,196768,70721,58994,35591,80,6185,17906,92442,113576,155882,53019,46856,172470,21185,276803,38318,104975,226040,36575,58360.22773084948,41382,63021.507263569394
2012,New Jersey,Middlesex County,34023,823260,661299,183808,555968,239568,149789,126755,111255,797837,9880,15543,823260,402939,420321,390189,72640,157461,187499,809,11876,23434,202434,250511,329266,150184,93299,396211,37825,635876,110951,183631,528678,41800,57144.857007021164,43890,59784.92524409293
2012,New Jersey,Monmouth County,34025,629956,504213,143768,435726,177431,134355,37044,34344,622361,4399,3196,629956,306089,323867,480657,41961,63404,32484,0,11180,11031,148714,182038,259150,121168,67600,306461,30029,496660,60783,147422,421751,41800,64417.20729570335,47025,68985.9024785109
2012,New Jersey,Morris County,34027,497562,398016,114052,345713,138766,101690,39189,36106,488160,3359,6043,497562,242406,255156,366104,13938,60590,49891,83,5093,17613,116198,141832,181019,104476,70235,260430,15505,388614,42454,97857,357251,50160,72136.88706207571,52250,76959.1767015425
2012,New Jersey,Ocean County,34029,579605,459701,134410,403129,152066,163286,19027,17703,572996,4560,2049,579605,276174,303431,494923,18182,50215,10643,304,4571,9533,126235,172305,294143,76724,36433,242017,27922,453179,53722,207428,318455,36575,47758.26390248903,41800,51752.85016562787
2012,New Jersey,Passaic County,34031,502734,392499,122915,327818,156050,90627,70013,62242,492823,3860,6051,502734,246156,256578,218940,55880,192653,25906,626,4118,36445,124101,191650,221339,58013,31732,225239,29168,382666,95338,170598,236798,33440,48378.83192390707,35948,51454.738822875566
2012,New Jersey,Somerset County,34035,327845,260075,78442,226362,90657,59702,29151,26629,323300,3111,1434,327845,159583,168262,197790,28866,44495,50647,128,4490,14741,77052,93204,113155,69004,52482,170636,10715,255597,26772,66390,234683,52250,72813.58358454765,52250,76692.88770724772
2012,New Jersey,Sussex County,34037,147076,118457,33011,102572,40732,29505,3110,2787,145292,1231,553,147076,73368,73708,129437,2626,10100,2881,200,1555,1776,34567,40533,73404,22078,11061,77545,6565,116673,13796,31014,102266,40650.5,52774.2873354503,42636,55976.54914546725
2012,New Jersey,Union County,34039,543899,426663,130168,364109,158814,100045,79464,72544,536342,4996,2561,543899,264558,279341,235782,113479,156088,24968,0,6079,59721,129417,188634,231089,76643,47533,262554,33532,419106,87481,143495,312923,35007.5,53602.41903757966,37620,57512.1431151509
2012,New Jersey,Warren County,34041,107475,86271,24214,74593,30369,22586,5349,5253,105483,900,1092,107475,52158,55317,90851,4183,8249,2690,0,1310,2438,24609,32921,52210,15440,6904,52871,5426,84279,10919,24044,72512,37620,48723.69075739686,41800,52116.626522260034
2016,New Jersey,Bergen County,34003,938609,762313,200913,659901,248315,214542,107889,97314,928783,5768,4058,938609,455487,483122,534838,49137,182063,154563,825,15975,19658,206921,258026,332432,220011,128140,483649,21669,752525,64568,240320,633721,50000,72164.52230239296,52000,76341.15152850807
2016,New Jersey,Burlington County,34005,447170,364917,94302,314232,119719,100734,14300,12873,437512,8512,1146,447170,218485,228685,303831,72647,34738,23969,30,10883,9738,94088,117895,204966,81489,42820,232926,13905,355791,20095,129568,297507,43000,58094.56004015985,48000,61967.99244235915
2016,New Jersey,Camden County,34007,510414,406691,117430,349917,139836,107324,23118,21270,503242,5602,1570,510414,246919,263495,291831,91087,83625,29972,100,11412,42904,110203,164260,228397,74822,42935,250142,16276,399519,32995,194472,282947,36000,50400.74286072098,40000,53501.217462088985
2016,New Jersey,Essex County,34013,795840,626924,189264,532911,231206,146229,88416,80839,775716,11426,8698,795840,383499,412341,247277,309378,180685,40342,352,14625,55315,187973,275106,330493,114414,75827,361964,34352,606852,92346,293181,410313,34000,55741.283725669724,35400,59132.3087918158
2016,New Jersey,Hudson County,34017,678220,551950,138663,482434,167206,109206,164686,150119,669507,4631,4082,678220,337185,341035,193515,71899,292548,102609,1147,12130,98319,131904,218112,249751,129197,81160,360288,20976,543237,89687,224612,363921,40000,59127.89393227699,40000,61097.08231039018
2016,New Jersey,Hunterdon County,34019,124930,103783,25786,87867,34300,31219,5685,5367,120431,4179,320,124930,63004,61926,106960,3252,8200,5126,37,1355,1419,26661,32776,41466,29142,21546,67375,2259,99972,5705,30416,88809,56000,80965.53801586968,60000,86797.31215976042
2016,New Jersey,Mercer County,34021,371479,301219,79792,249169,110429,74945,42549,39601,354147,5170,12162,371479,181329,190150,186158,73611,63623,41218,53,6279,3419,88344,112277,145800,60778,52624,182691,12131,283887,24422,113489,233568,40000,59441.93726611939,42000,64412.34201426304
2016,New Jersey,Middlesex County,34023,837658,676389,181940,575306,235089,167615,123286,111494,806599,8848,22211,837658,414437,423221,365468,79129,173849,201147,594,15375,35323,196418,246218,340993,154456,95991,406200,29942,645381,59986,215122,562550,43000,57953.32222887572,45000,60634.4773953164
2016,New Jersey,Monmouth County,34025,626155,509251,135120,438162,170475,146615,38878,37675,619627,3909,2619,626155,303566,322589,470166,42532,67712,35687,576,8247,17583,138245,174756,246273,126420,78706,325082,17239,502723,37967,176028,412160,43500,65621.44111535438,49000,70191.74142704706
2016,New Jersey,Morris County,34027,498478,406717,107331,346479,137050,115007,38142,35334,489507,3562,5409,498478,245035,253443,354761,17009,66240,52539,0,6181,15215,114677,133278,168531,120716,75953,261200,13004,397746,19246,117109,362123,52000,79397.43183112255,56000,84261.60231833934
2016,New Jersey,Ocean County,34029,592756,468881,140008,408503,160462,171744,18002,16901,585803,4484,2469,592756,284653,308103,502165,17724,54144,11887,362,6474,16915,128029,181957,285818,83182,41799,251302,17589,461946,28567,261036,303153,35000,48185.22472879419,39200,52283.5526631728
2016,New Jersey,Passaic County,34031,507414,397219,122957,333222,153324,103274,73443,65069,498164,3686,5564,507414,247890,259524,210435,51787,208431,26574,1078,6767,74857,124653,193058,214869,69609,29878,244493,12119,388140,63824,198165,245425,33000,47796.37785312635,35000,50361.659891666255
2016,New Jersey,Somerset County,34035,334595,269114,75444,232527,91261,71357,32366,29814,329334,3715,1546,334595,162910,171685,189950,31424,48593,56571,492,6736,11903,77205,92148,115352,71472,55623,176852,7404,263870,15612,74684,244299,50000,78165.77142133373,53000,82619.75057524646
2016,New Jersey,Sussex County,34037,143225,117618,29562,102000,37403,32703,3423,3087,140974,879,1372,143225,71668,71557,124147,3054,11085,2713,0,2226,1940,31209,37503,69823,25760,10139,73717,3961,115377,6861,42936,93428,42800,58698.55347301494,48000,62214.39594456923
2016,New Jersey,Union County,34039,554909,438233,130730,374310,159313,108067,83051,77060,547658,4316,2935,554909,269967,284942,217395,109856,173751,27499,72,8703,85240,127758,188290,229140,86351,51128,281895,18795,430982,66808,171237,316864,38000,60039.62007969612,40000,63368.010098389444
2016,New Jersey,Warren County,34041,106192,87306,21881,75555,28155,23622,4707,4243,104602,647,943,106192,53159,53033,87399,4829,9247,2526,33,1829,1608,22354,30474,51184,16375,8159,56456,3654,85716,7943,30792,67457,40000,52964.948294191556,42200,56003.08559646919
2008,New Mexico,Dona Ana County,35013,201499,150869,56493,118286,71511,33409,23922,21988,196627,3088,1784,201499,99024,102475,60319,3865,132113,1759,1908,1019,8430,54992,90907,79773,19989,10830,87030,5632,145997,46963,72286,82250,20872.940000000002,30985.41999936562,22324,33262.83994498948
2012,New Mexico,Dona Ana County,35013,214645,163755,56832,130979,72687,38374,22360,19820,209390,2997,2258,214645,106586,108059,62897,3081,142736,2097,2119,1493,11119,55627,87191,87607,23347,16500,90033,13561,158524,48980,82224,83441,20900,29709.3073443971,22154,32599.932544369294
2016,New Mexico,Dona Ana County,35013,214030,166748,53445,130136,75264,45301,28094,24549,208646,2832,2552,214030,104588,109442,59435,3095,145769,2761,1023,1947,10266,54292,86969,91885,20561,14615,88701,9025,161364,27512,110027,76491,20000,29692.14343710393,22000,32264.064618979723
2008,New York,Albany County,36001,298019,244910,60039,198456,89369,58884,13240,11858,280583,4224,13212,298019,143221,154798,232453,32533,12372,12478,798,6387,6402,74289,83188,134759,43772,36300,152118,9504,227557,21363,74588,202068,35718.4,45716.4011901592,39067,49598.07035236882
2008,New York,Bronx County,36005,1392285,1051605,386102,848401,475146,197951,258667,232969,1342092,28710,21483,1392285,653018,739267,172968,422750,723271,47909,561,11500,467685,371455,701695,531243,104393,54954,573202,58128,1004435,243285,640762,508238,27346.9,34509.315676031554,27905.000000000004,35982.99047066777
2008,New York,Chautauqua County,36013,133564,111001,26809,89454,39866,27235,1262,1262,126173,2961,4430,133564,66374,67190,121978,3245,5958,583,383,1325,675,29106,40365,75946,9674,7579,62397,4338,103610,13555,48543,71466,29021.2,33531.068433850494,30137.4,35371.81079639889
2008,New York,Dutchess County,36027,292782,237385,63951,193456,91562,51415,16254,14996,271333,8499,12950,292782,147996,144786,223780,25214,29582,6588,476,6156,15620,76303,88756,136942,39718,27366,148726,8031,215936,33432,68961,190389,35718.4,49679.718240910144,39089.324,52845.0570128615
2008,New York,Erie County,36029,910124,740395,196441,615060,263917,189783,21730,18981,879455,13054,17615,910124,439034,471090,720638,121793,35123,18428,4576,8986,10344,213901,276343,445444,109614,78723,447091,26468,710099,65014,295864,549246,32369.800000000003,41694.077120026755,33486,44962.73634643917
2008,New York,Kings County,36047,2556573,1993821,637827,1654676,783375,443013,417529,381475,2518781,8728,29064,2556573,1208198,1348375,938357,849937,498493,231579,4710,21911,213636,608924,1069751,992519,308993,185310,1119508,87652,1957832,331366,990243,1234964,33486,46594.24255541764,35718.4,48613.143333226
2008,New York,Nassau County,36059,1351406,1085505,306786,909245,400823,282218,96828,91271,1325913,11541,13952,1351406,656991,694415,931554,143508,165950,92570,1809,13115,51448,337303,409024,536324,232872,173186,681992,34196,1060996,114100,294556,942750,44648,67136.83552565609,50229.00000000001,72716.56723645025
2008,New York,New York County,36061,1634972,1383416,276928,1217096,355078,291564,258535,237284,1570515,9129,55328,1634972,781008,853964,802910,220941,401882,171202,2303,30059,198600,282955,489754,415440,388572,341206,879864,62333,1321447,181408,485338,968226,53577.600000000006,97405.14510686806,55810.00000000001,105291.10848763981
2008,New York,Niagara County,36063,214438,176011,45300,147239,60893,43801,3506,3299,209563,2167,2708,214438,103709,110729,189099,12101,4100,2370,1956,4473,622,47529,67911,113441,19994,13092,105870,9287,171136,22318,71713,120407,27905.000000000004,35306.45258230518,31141.980000000003,37735.73809589014
2008,New York,Orange County,36071,379432,293032,99858,236271,127244,55974,18514,17004,365481,2187,11764,379432,190191,189241,267731,34802,61494,7873,1470,5735,15096,103004,135027,179766,37575,27064,195254,11950,279081,38133,93282,248017,34602.200000000004,49970.77474169591,39067,53688.32757579681
2008,New York,Oswego County,36075,121382,98942,25878,79098,38713,21588,1127,975,115462,480,5440,121382,60985,60397,115595,752,2237,822,253,1664,1272,30037,39700,69208,7451,5023,57474,5984,93022,10715,39614,71053,23886.68,32725.42658733631,26119.08,35073.81780910258
2008,New York,Queens County,36081,2292993,1863211,489358,1590233,620724,419639,506524,468959,2269391,14895,8707,2292993,1115363,1177630,697286,412351,609621,496214,8173,25530,260539,485576,850663,955053,337071,150206,1134165,86141,1840504,387248,758626,1147119,33486,44434.12651740266,35718.4,46639.311609261924
2008,New York,Rensselaer County,36083,155414,125357,34503,100835,49218,28028,2332,2238,150727,2692,1995,155414,76305,79109,136424,6175,5018,3024,229,4278,2748,38183,48210,78934,15721,12549,82687,3822,120670,12389,42152,100873,33486,39950.26933846104,36276.5,43009.314829642426
2008,New York,Richmond County,36085,487479,389283,112408,326916,144701,85349,41228,37303,479211,6290,1978,487479,237261,250218,326207,42794,74925,36062,558,2630,19917,117767,161417,229142,61336,35584,227864,13188,381015,43974,135534,307971,44648,53814.20985595121,44670.324,56538.584949118616
2008,New York,Rockland County,36087,299200,231429,78550,189234,98909,57144,26833,25466,289224,2180,7796,299200,147377,151823,209191,28781,41424,16572,1105,1553,19008,79546,102677,108942,49406,38175,148577,6225,221495,29209,71086,198905,44648,63873.38936633673,44648,68363.27001225695
2008,New York,St. Lawrence County,36089,109708,92133,21532,71101,35174,21694,2456,2115,94185,4145,11378,0,55705,54003,96333,6786,1934,2388,1111,1156,795,28751,33059,62926,6958,6765,47888,5844,76610,16186,41056,52466,22324,29993.918261752497,24556.4,31889.74101643367
2008,New York,Saratoga County,36091,217014,177936,45157,151561,59675,39777,3845,3450,214324,1250,1440,217014,107359,109655,200976,3674,4392,3760,0,3728,1136,45495,57975,106164,29367,23508,119749,5474,175246,18412,49061,149541,37950.8,46281.766640758186,39848.340000000004,49917.368152661344
2008,New York,Schenectady County,36093,151185,120962,33935,101583,43386,31076,7242,6715,142721,2572,5892,151185,73233,77952,120000,12716,8619,7842,789,1128,1427,33948,45450,72376,18550,14809,72907,4334,112498,15453,44511,91221,33486,40689.676456557914,35941.64,44538.07108243267
2008,New York,Suffolk County,36103,1512217,1189648,369046,1003229,454117,275758,113186,103446,1482223,15894,14100,1512217,746440,765777,1129362,109738,201858,52908,1691,15019,40835,368463,483055,684238,203807,141117,772075,33910,1161117,151441,314014,1046762,42415.600000000006,57128.50144554413,44648,61229.18802477385
2012,New York,Albany County,36001,304964,255440,58183,204450,92711,65102,11247,9062,288691,3739,12534,304964,146821,158143,228232,37501,16356,15353,367,7155,3105,75764,76644,143564,45562,39194,149769,12394,239356,19890,91089,193985,35530,46466.348062547026,37620,50064.597429977424
2012,New York,Bronx County,36005,1409187,1082152,368892,873466,477035,216906,273694,244166,1365474,24193,19520,1409187,664763,744424,150337,420782,765111,48914,2511,10675,535558,358587,677298,566495,113896,51498,543982,99613,1041829,200102,726230,482855,26125,35068.429211654715,26125,36244.68883498915
2012,New York,Chautauqua County,36013,133069,108699,28378,90881,38449,31511,1086,1024,126930,2552,3587,0,66664,66405,117861,3204,8653,1640,776,864,2444,28310,42797,70368,10627,9277,58962,4584,102675,11316,60130,61623,25080,35642.90109221277,26647.5,38795.02236701684
2012,New York,Dutchess County,36027,296739,242569,63008,200421,86540,60934,16590,15934,278665,7979,10095,296739,147272,149467,218448,26951,32589,11849,526,5596,8672,71352,87375,140558,39346,29460,144390,15385,224640,34480,83100,179159,31349.999999999996,45789.020371432474,36575,49730.34082244701
2012,New York,Erie County,36029,919438,752883,192945,628710,259776,203019,22883,19462,890528,11140,17770,919438,444321,475117,709922,118525,44488,26059,3497,16417,19279,209604,262190,449848,119899,87501,438412,35840,724297,58434,332096,528908,31349.999999999996,41103.316200613786,33858,44505.82732313747
2012,New York,Kings County,36047,2565220,2024910,602373,1704596,745793,439363,453768,413942,2527449,8243,29528,2565220,1213986,1351234,914429,817953,507365,277335,3415,36528,215099,585264,1006705,976456,371138,210921,1141771,141765,1987722,350439,1102666,1112115,32394.999999999996,44786.95438115129,33440,46811.38515272622
2012,New York,Nassau County,36059,1350504,1087531,303351,929793,382794,299296,117857,107809,1328274,9696,12534,1350504,655175,695329,860228,146897,206861,108728,2059,17476,86941,323847,398990,545313,239862,166339,652807,50449,1065641,115054,333009,902441,42322.5,63141.34654841858,47025,67743.1210524526
2012,New York,New York County,36061,1619029,1403917,239202,1211880,355975,315790,242569,230066,1557414,11646,49969,1619029,762730,856299,767402,210244,417571,183671,973,31171,195067,268338,410014,439435,427010,342570,869243,83625,1342379,156155,515668,947206,52250,87312.17704178131,57474.99999999999,93719.50577894914
2012,New York,Niagara County,36063,215391,177090,43383,150691,57898,51404,3721,3397,211044,2057,2290,215391,104754,110637,187134,13760,4993,4934,1822,2346,786,44191,59930,117208,23080,15173,102611,8735,172864,15111,79172,121108,30618.499999999996,40122.53642693737,32917.5,43177.38725145362
2012,New York,Orange County,36071,375176,289273,97992,237696,124510,64768,20445,18336,361833,6035,7308,375176,186385,188791,251979,32196,70240,9469,935,8264,26900,101384,128388,177748,42219,26821,177468,17469,276863,36102,108075,230999,34694,49877.038444932245,38665,53616.33114226432
2012,New York,Oswego County,36075,121696,97627,27318,79594,38120,23380,590,590,116703,635,4358,121696,60388,61308,115404,390,2769,793,380,1960,1287,30831,37641,68623,9812,5620,53529,5257,92634,11093,44320,66283,27169.999999999996,37371.29476685251,30304.999999999996,39582.70431544602
2012,New York,Queens County,36081,2273217,1856535,466610,1589996,603874,418253,482647,454726,2245502,13923,13792,2273217,1104163,1169054,603408,392937,634376,541237,5078,47444,271258,475630,814376,948898,339541,170402,1087823,119124,1830654,399053,836475,1037689,31349.999999999996,42328.19587641454,33440,44185.4721018659
2012,New York,Rensselaer County,36083,160006,130896,33009,107544,47243,32105,3287,2603,153868,1646,4492,160006,78291,81715,136021,8186,6677,3511,194,5340,571,37406,43817,81366,20964,13859,80607,8273,124767,9150,48947,101909,35530,43360.24228837444,36888.5,46062.73536841874
2012,New York,Richmond County,36085,470578,376349,106722,317389,138421,98125,32201,30059,463814,3345,3419,470578,226586,243992,299080,44335,83071,35486,388,7293,22078,110852,148509,221123,62462,38484,208843,15795,369825,37836,140128,292614,41800,52839.544143596926,43890,55562.22313769131
2012,New York,Rockland County,36087,318250,241061,87583,199827,104432,62324,31125,27968,310563,2688,4999,318250,155680,162570,204332,36938,51817,17786,284,5267,21759,87462,113381,119563,49792,35514,145543,14394,233399,29095,112426,176729,38665,56347.98848440655,41800,60530.036567696254
2012,New York,St. Lawrence County,36089,111634,91377,23369,72065,35703,22528,1779,1590,100979,3333,7322,0,57144,54490,103176,2545,2105,755,609,2415,309,26811,33779,60245,10982,6628,43931,6866,80750,16103,41424,54107,25289,33267.73682262828,26438.5,35768.29124584718
2012,New York,Saratoga County,36091,222137,179515,48045,154988,60733,47804,6149,5510,218017,1722,2398,222137,109026,113111,204355,2202,5942,5750,112,3776,987,50553,59420,103315,36765,22637,114094,7942,175459,10229,53152,158756,39710,52109.18805189713,41800,55501.21714757797
2012,New York,Schenectady County,36093,155302,124737,34606,104232,45024,32497,4663,4595,150622,1468,3212,155302,74091,81211,118329,14845,9412,5403,146,5358,4164,35865,48497,74715,16132,15958,75343,6942,120125,7659,54513,93130,33440,43002.450286974534,36575,46304.39711424217
2012,New York,Suffolk County,36103,1499596,1201090,344955,1014319,440834,298110,120044,112956,1466243,15112,18241,1499596,739247,760349,1057073,104271,259587,54459,2205,19305,57892,357752,466207,666212,210223,156954,725361,56385,1168930,159137,388572,951887,41800,57690.859472879296,42845,61689.53732977581
2016,New York,Albany County,36001,309161,259290,57449,205907,92762,68618,16491,14718,291844,3620,13697,309161,151305,157856,224538,35153,18238,21540,198,9142,3658,73752,79534,134713,52388,42526,160226,9597,242215,11202,104239,193720,33000,47233.001128181306,37000,50688.72633860924
2016,New York,Bronx County,36005,1456761,1124134,367301,935071,454303,246767,276509,246568,1413891,20396,22474,1456761,683884,772877,132773,429199,815136,50151,2978,19346,533089,351477,660176,619713,115011,61861,610265,67505,1086221,121786,833687,501288,26000,34215.268843090256,27000,35460.510132735624
2016,New York,Chautauqua County,36013,129285,105949,26498,89277,36696,33889,2554,2345,123663,2119,3503,0,63487,65798,113224,3732,9466,847,524,1492,1737,27365,38886,69986,10958,9455,53675,4287,100344,5874,60480,62931,25000,31687.016234248815,28500,34709.97795246982
2016,New York,Dutchess County,36027,294477,246056,56524,203598,83524,68199,14959,13662,274962,7745,11770,294477,145681,148796,208750,29038,35078,11050,1099,6398,10729,67223,82335,141086,42302,28754,143565,7620,226614,14788,103611,176078,36000,50995.380931117375,40000,54896.006214789486
2016,New York,Erie County,36029,920460,755790,187350,643965,243871,225582,26573,23078,893460,11093,15907,920460,446474,473986,698186,117289,48799,33122,3413,19059,17895,190792,247383,447332,131817,93928,442230,19109,728847,32367,368582,519511,34000,44468.64459268757,36400,47915.24943828509
2016,New York,Kings County,36047,2628602,2083583,609997,1792672,719883,476165,392824,358573,2588753,11729,28120,2628602,1246540,1382062,940722,804590,505165,318535,2745,50061,238331,575224,980178,954691,436833,256900,1235476,90748,2044863,201865,1210629,1216108,35000,51558.02518952555,36000,53757.25734200451
2016,New York,Nassau County,36059,1360462,1101348,296666,940885,377915,316469,109026,101275,1341605,8026,10831,1360462,665541,694921,821279,155106,228400,128368,916,21084,105387,320487,384397,521673,255991,198401,682380,30648,1082705,56184,380586,923692,46000,68984.98184534503,50000,74300.76918193288
2016,New York,New York County,36061,1642816,1425410,240558,1250937,341234,339875,256833,238509,1583632,11079,48105,1642816,780328,862488,767913,209559,428090,204646,1221,29140,173919,262591,410326,424507,436735,371248,899366,51781,1366356,88582,580572,973662,56000,98996.89635538256,60000,105669.74062705433
2016,New York,Niagara County,36063,211880,174882,42691,150620,56163,53853,1794,1632,207762,1685,2433,211880,104379,107501,181269,13881,5962,2362,2080,5805,1527,45153,56700,114565,25789,14826,102559,4054,170764,6172,87242,118466,32000,38937.21285920436,34000,42195.112825354976
2016,New York,Orange County,36071,379274,293038,97422,242151,123890,73708,17456,16147,368969,3797,6508,379274,190656,188618,245300,34630,76423,10939,1358,9177,31128,97992,129962,171890,45629,31793,177521,8312,283129,21871,131570,225833,35000,50799.77841143508,40000,54764.646231218765
